id_cliente;indica_amigo;n_indicacoes;tempo_empresa;ultima_oferta_aceita;contrata_telefonia;tarifa_linha;varias_linhas_telefonicas;internet_da_empresa;tipo_internet;tipo_contrato;faturamento_papel;tipo_pagamento;receita
4503-BDXBD;No;0;11;None;Yes;25.24;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1093.14
3886-CERTZ;Yes;1;72;None;Yes;31.13;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;10351.16
5759-RCVCB;No;0;3;Offer E;No;0;No;Yes;DSL;Month-to-Month;No;Credit Card;108.95
6372-RFVNS;Yes;1;1;Offer E;Yes;28.04;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;106.84
8938-UMKPI;No;0;47;Offer B;Yes;35.97;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;6818.54
0991-BRRFB;No;0;18;None;Yes;20.86;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;1250.28
6319-IEJWJ;Yes;1;20;None;Yes;49.69;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2770.35
9025-AOMKI;No;0;6;Offer E;Yes;43.8;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;799.2
5275-SQEIZ;No;0;1;None;Yes;14.91;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;95.76
7716-YTYHG;Yes;1;48;Offer B;Yes;23.95;Yes;Yes;Fiber Optic;One Year;Yes;Mailed Check;5179.55
4390-KYULV;Yes;1;3;Offer E;Yes;37.61;No;No;None;Month-to-Month;Yes;Credit Card;163.98
8945-GRKHX;No;0;1;Offer E;Yes;46.09;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;124.74
6959-UWKHF;No;0;1;Offer E;Yes;4.02;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;46.92
3815-SLMEF;No;0;3;Offer E;No;0;No;Yes;Cable;Month-to-Month;No;Mailed Check;139.35
5154-VEKBL;No;0;9;Offer E;No;0;No;Yes;Cable;Month-to-Month;No;Mailed Check;539.85
4587-VVTOX;Yes;1;6;Offer E;Yes;27.44;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;709.84
4652-NNHNY;Yes;1;16;None;Yes;17.96;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1571.56
8515-OCTJS;No;0;25;Offer C;Yes;19.75;Yes;No;None;Two Year;No;Credit Card;1185.85
5261-QSHQM;No;0;4;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;86.6
8868-WOZGU;No;0;28;Offer C;Yes;30.48;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3912.94
1334-FJSVR;No;0;1;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;24.25
7625-XCQRH;No;0;11;None;Yes;15.6;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1009.55
1731-TVIUK;No;0;4;Offer E;Yes;7.39;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;391.76
0618-XWMSS;No;0;28;Offer C;Yes;44.28;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3308.39
2565-JSLRY;No;0;1;None;Yes;20.26;Yes;No;None;Month-to-Month;Yes;Mailed Check;44.31
6689-KXGBO;No;0;1;None;Yes;30.96;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;81.51
6615-NGGZJ;No;0;14;None;Yes;36.97;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1933.13
4255-DDUOU;No;0;1;None;Yes;34.57;No;No;None;Month-to-Month;Yes;Mailed Check;55.07
2984-MIIZL;No;0;4;None;Yes;7.26;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;350.94
5590-YRFJT;Yes;1;20;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;482.8
3677-TNKIO;No;0;14;None;Yes;36.25;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1421.5
3329-WDIOK;No;0;3;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;155.35
2873-ZLIWT;Yes;1;40;Offer B;Yes;2.03;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3384.25
3415-TAILE;Yes;1;2;None;Yes;27.27;No;Yes;DSL;Month-to-Month;No;Credit Card;188.89
1915-IOFGU;No;0;1;None;Yes;41.39;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;111.89
3045-XETSH;No;0;10;None;Yes;43.26;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1386.05
7239-HZZCX;No;0;1;None;Yes;29.33;No;No;None;Month-to-Month;No;Credit Card;49.08
7683-CBDKJ;Yes;1;14;None;Yes;45.6;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;1576
0628-CNQRM;Yes;1;22;None;Yes;19.8;No;Yes;Cable;One Year;Yes;Bank Withdrawal;1979.65
7665-TOALD;No;0;1;None;Yes;14.19;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;83.79
0112-QWPNC;Yes;1;49;Offer B;Yes;39.55;Yes;Yes;Cable;One Year;No;Bank Withdrawal;5997.3
2777-PHDEI;No;0;1;None;Yes;29.41;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;117.46
1196-AMORA;No;0;7;None;Yes;38.07;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;786.49
4282-YMKNA;No;0;9;Offer E;Yes;16.48;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;854.92
5356-RHIPP;No;0;1;Offer E;Yes;45.49;No;No;None;Month-to-Month;Yes;Credit Card;65.69
0746-JTRFU;No;0;2;Offer E;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;56.35
4628-CTTLA;No;0;57;Offer B;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;2191.45
2876-VBBBL;No;0;1;Offer E;Yes;10.71;No;No;None;Month-to-Month;Yes;Credit Card;30.96
6834-NXDCA;No;0;13;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;300.8
5597-GLBUC;No;0;1;Offer E;Yes;22.97;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;108.42
2748-MYRVK;No;0;63;Offer B;Yes;8.38;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;6664.94
4822-YCXMX;No;0;25;Offer C;Yes;8.31;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2251.2
9821-POOTN;Yes;1;35;Offer C;Yes;48.47;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4272.65
6559-ILWKJ;Yes;1;71;None;No;0;No;Yes;Cable;Two Year;No;Bank Withdrawal;3615.25
4229-CZMLL;No;0;6;None;Yes;6.32;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;507.72
3663-MITLP;No;0;15;None;Yes;16.82;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1709.55
9025-ZRPVR;No;0;9;Offer E;Yes;49.74;No;No;None;Month-to-Month;Yes;Credit Card;633.26
3285-UCQVC;No;0;37;None;No;0;No;Yes;DSL;Month-to-Month;No;Credit Card;973.55
3737-GCSPV;Yes;5;11;None;Yes;26.88;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1517.73
4088-YLDSU;Yes;1;55;Offer B;Yes;10.61;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;6326.6
5797-APWZC;No;0;1;Offer E;Yes;31.68;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;122.28
3683-QKIUE;No;0;6;Offer E;Yes;21.91;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;419.51
4228-ZGYUW;No;0;4;Offer E;Yes;12.24;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;447.06
3519-ZKXGG;Yes;1;3;Offer E;Yes;44.34;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;389.62
6416-TVAIH;Yes;1;1;Offer E;Yes;30.62;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;99.12
5108-ADXWO;No;0;11;None;Yes;38.88;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1219.43
3066-RRJIO;No;0;1;Offer E;Yes;13.04;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;82.99
6715-OFDBP;No;0;5;None;Yes;14.26;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;417.7
1567-DSCIC;No;0;8;None;Yes;23.89;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;964.77
2150-UWTFY;Yes;1;22;Offer D;Yes;42.98;No;Yes;DSL;Month-to-Month;No;Credit Card;2447.61
2683-BPJSO;No;0;29;None;Yes;28.37;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3289.83
2157-MXBJS;Yes;1;13;Offer D;Yes;41.22;Yes;Yes;Cable;One Year;Yes;Credit Card;1525.31
1087-UDSIH;No;0;3;Offer E;Yes;13.28;No;No;None;Month-to-Month;Yes;Credit Card;99.59
5445-PZWGX;No;0;62;Offer B;Yes;8.08;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;7140.21
9170-CCKOU;Yes;1;17;Offer D;Yes;12.06;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;1659.17
1043-YCUTE;Yes;1;56;Offer B;Yes;13.2;Yes;No;None;Two Year;Yes;Credit Card;2066.35
3814-MLAXC;No;0;31;None;Yes;16.63;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;2919.68
1226-UDFZR;No;0;2;Offer E;Yes;21.28;No;Yes;Cable;Month-to-Month;Yes;Credit Card;157.26
5442-UTCVD;No;0;3;None;Yes;43.72;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;388.21
7734-DBOAI;Yes;1;1;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;50.1
2114-MGINA;No;0;14;Offer D;Yes;10.3;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;1273.3
4489-SNOJF;Yes;1;35;None;Yes;25.27;Yes;Yes;DSL;Month-to-Month;No;Bank Withdrawal;3453
2187-LZGPL;No;0;7;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Credit Card;293.3
9019-QVLZD;No;0;1;None;Yes;32.13;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;121.68
3707-LRWZD;No;0;32;None;Yes;40.26;Yes;Yes;Fiber Optic;One Year;No;Bank Withdrawal;4070.17
1455-ESIQH;No;0;1;None;Yes;16.06;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;105.16
2979-SXESE;Yes;1;17;Offer D;Yes;25.79;Yes;Yes;Cable;Month-to-Month;No;Bank Withdrawal;2045.63
4013-TLDHQ;No;0;19;Offer D;Yes;20.26;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1875.89
6121-VZNQB;No;0;1;None;Yes;34.79;No;No;None;Month-to-Month;Yes;Credit Card;53.89
6996-KNSML;No;0;1;None;Yes;35.25;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;110.15
2592-SEIFQ;No;0;3;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;66.95
8642-GVWRF;Yes;1;2;None;Yes;28.86;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;222.72
3400-ESFUW;Yes;1;55;Offer B;Yes;8.8;No;Yes;DSL;Two Year;No;Bank Withdrawal;3590.4
2057-ZBLPD;Yes;3;21;Offer D;Yes;42.22;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2695.32
5502-RLUYV;Yes;1;69;None;Yes;37.2;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;10013.7
9039-RBEEE;No;0;39;None;No;0;No;Yes;Cable;Month-to-Month;Yes;Credit Card;1880.85
8417-FMLZI;Yes;1;6;None;Yes;26.91;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;639.01
0515-YPMCW;No;0;1;None;Yes;42.87;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;123.32
0378-XSZPU;Yes;1;58;Offer B;Yes;17.22;No;Yes;Cable;One Year;No;Credit Card;4562.56
4729-XKASR;No;0;1;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;24.75
5449-FIBXJ;Yes;1;19;Offer D;Yes;28.04;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;2545.46
9837-BMCLM;No;0;3;None;Yes;31.88;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;337.69
0137-UDEUO;No;0;3;Offer E;Yes;25.75;No;No;None;Month-to-Month;No;Credit Card;141
4925-LMHOK;No;0;15;Offer D;Yes;14.79;Yes;Yes;DSL;Month-to-Month;Yes;Credit Card;1161.55
1455-UGQVH;Yes;1;10;Offer D;Yes;1.09;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1048.65
8280-MQRQN;No;0;1;Offer E;Yes;23.7;No;Yes;Cable;Month-to-Month;Yes;Mailed Check;74.15
2037-SGXHH;Yes;1;38;None;Yes;49.7;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5512.9
3178-FESZO;No;0;1;Offer E;Yes;20.23;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;120.48
6087-MVHJH;No;0;16;Offer D;Yes;17.8;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1846.9
4603-JANFB;No;0;1;Offer E;Yes;12.13;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;81.98
3018-TFTSU;No;0;12;Offer D;Yes;18.38;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1079.16
4806-KEXQR;No;0;4;Offer E;Yes;43.06;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;496.54
7083-YNSKY;No;0;15;Offer D;Yes;45.84;Yes;No;None;Month-to-Month;Yes;Credit Card;1087.2
7434-SHXLS;No;0;1;Offer E;Yes;15.73;No;No;None;Month-to-Month;No;Mailed Check;36.63
7908-QCBCA;Yes;1;1;Offer E;Yes;33.46;No;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;112.86
6711-FLDFB;No;0;7;Offer E;Yes;46.79;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;868.68
4702-IOQDC;No;0;1;Offer E;Yes;46.17;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;116.27
6178-KFNHS;No;0;12;Offer D;Yes;35.8;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1338.85
1264-BYWMS;No;0;55;Offer B;Yes;47.38;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;7889.85
9658-WYUFB;No;0;17;Offer D;Yes;21.82;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1988.44
2013-SGDXK;No;0;1;None;Yes;1.63;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;95.93
3506-LCJDC;Yes;1;1;None;Yes;8.03;No;No;None;Month-to-Month;No;Bank Withdrawal;27.98
3934-HXCFZ;Yes;1;23;Offer D;Yes;19.2;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2628
7666-WKRON;No;0;39;None;Yes;24.45;No;Yes;Fiber Optic;Two Year;Yes;Bank Withdrawal;4155.1
4910-AQFFX;Yes;1;9;None;Yes;31.67;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;956.28
2154-KVJFF;No;0;15;Offer D;Yes;42.83;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1754.3
9647-ERGBE;Yes;1;30;None;Yes;39.74;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;4238.35
3428-XZMAZ;No;0;1;None;Yes;45.86;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;115.21
0378-TOVMS;No;0;3;None;Yes;10.6;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;304
4355-HBJHH;No;0;67;None;Yes;42.77;Yes;Yes;DSL;Two Year;Yes;Bank Withdrawal;8158.99
0318-QUUOB;Yes;1;1;None;Yes;43.67;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;124.22
5520-FVEWJ;Yes;1;12;None;Yes;40.63;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1404.46
5572-ZDXHY;No;0;22;None;Yes;29.07;No;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;2495.19
3750-CKVKH;No;0;2;None;Yes;11.75;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;140.15
4547-KQRTM;No;0;10;None;Yes;49.7;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1327.7
4877-EVATK;No;0;1;None;Yes;46.77;No;No;None;Month-to-Month;No;Mailed Check;66.77
7639-SUPCW;No;0;22;None;Yes;3.95;No;Yes;DSL;Month-to-Month;Yes;Credit Card;1161.5
4658-HCOHW;Yes;1;21;None;Yes;16.67;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2460.22
3440-JPSCL;No;0;6;None;Yes;5.16;No;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;578.61
2889-FPWRM;Yes;1;72;None;Yes;34.87;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;11195.44
4290-BSXUX;Yes;1;3;None;Yes;43.27;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;381.56
0325-XBFAC;No;0;8;None;Yes;19.49;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;976.22
2462-XIIJB;No;0;5;None;Yes;3.25;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;468.95
4760-XOHVN;Yes;1;1;None;Yes;28.73;No;No;None;Month-to-Month;No;Mailed Check;48.18
7817-BOQPW;No;0;2;None;Yes;41.37;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;249.04
1853-UDXBW;Yes;1;1;None;Yes;38.8;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;108.8
5458-CQJTA;Yes;1;65;Offer B;Yes;40.47;No;Yes;DSL;Two Year;Yes;Bank Withdrawal;7450.7
5219-YIPTK;Yes;1;33;None;Yes;11.32;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3783.16
3540-RZJYU;No;0;15;None;Yes;20.03;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;1670.65
2091-MJTFX;Yes;1;30;None;No;0;No;Yes;DSL;Month-to-Month;No;Credit Card;1561.5
0883-EIBTI;No;0;2;None;Yes;28.02;No;No;None;Month-to-Month;No;Mailed Check;87.59
7571-YXDAD;No;0;2;None;Yes;38.28;Yes;Yes;Fiber Optic;Month-to-Month;No;Credit Card;223.71
3393-FMZPV;No;0;25;None;Yes;36.24;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3293.75
7486-KSRVI;No;0;43;Offer B;Yes;39.37;Yes;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;6044.46
8443-WVPSS;Yes;5;10;None;Yes;43.28;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1423.7
3006-XIMLN;No;0;2;None;Yes;42.89;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;279.58
6305-YLBMM;No;0;69;None;Yes;2.52;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7435.88
3647-GMGDH;Yes;7;22;None;Yes;37.8;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;2746.5
6595-COKXZ;No;0;1;Offer E;Yes;48.31;No;Yes;Cable;Month-to-Month;Yes;Mailed Check;92.76
0362-ZBZWJ;No;0;36;None;Yes;24.66;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3954.96
4211-MMAZN;No;0;1;Offer E;Yes;23.16;No;No;None;Month-to-Month;No;Mailed Check;43.41
4274-OWWYO;No;0;1;None;Yes;4.8;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;79.15
1541-ETJZO;No;0;1;Offer E;Yes;47.83;Yes;Yes;DSL;Month-to-Month;No;Mailed Check;119.88
4106-HADHQ;Yes;1;39;None;Yes;35.7;No;Yes;DSL;One Year;No;Credit Card;4575.25
2369-UAPKZ;No;0;5;Offer E;Yes;38.89;Yes;Yes;Fiber Optic;Month-to-Month;No;Mailed Check;736.35
0637-KVDLV;No;0;2;Offer E;Yes;17.22;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;196.89
6633-MPWBS;No;0;5;Offer E;Yes;7.31;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;253.45
8785-EPNCG;No;0;11;None;Yes;30.91;Yes;No;None;Month-to-Month;No;Credit Card;585.21
5729-KLZAR;Yes;1;4;Offer E;Yes;44.28;No;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;519.87
1582-RAFML;No;0;1;Offer E;Yes;23.63;Yes;Yes;Cable;Month-to-Month;No;Mailed Check;83.73
8740-CRYFY;No;0;1;Offer E;Yes;23.96;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;102.91
2962-XPMCQ;No;0;2;Offer E;Yes;6.47;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;111.44
1678-FYZOW;No;0;3;Offer E;Yes;46.6;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;384.45
8627-EHGIP;No;0;44;Offer B;No;0;No;Yes;Cable;One Year;Yes;Credit Card;2375.4
5480-TBGPH;No;0;24;None;Yes;44.96;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;3510.39
8854-CCVSQ;No;0;18;None;Yes;38.87;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2181.56
0511-JTEOY;No;0;1;Offer E;Yes;10.19;No;Yes;Fiber Optic;Month-to-Month;No;Mailed Check;81.29
6532-YLWSI;Yes;1;53;Offer B;Yes;37.85;No;No;None;One Year;No;Bank Withdrawal;3027.85
5175-AOBHI;No;0;4;None;Yes;15.07;No;Yes;Cable;Month-to-Month;Yes;Mailed Check;253.88
5174-RNGBH;No;0;9;None;Yes;24.81;No;Yes;Cable;Month-to-Month;No;Mailed Check;853.84
9565-JSNFM;No;0;38;None;Yes;33.71;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;3878.58
0607-DAAHE;No;0;53;Offer B;Yes;26.21;No;No;None;Two Year;No;Bank Withdrawal;2441.48
9732-KPKBW;No;0;1;None;Yes;31.16;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;85.11
5134-IKDAY;Yes;1;1;None;Yes;11.08;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;80.88
5380-AFSSK;No;0;5;None;Yes;46.45;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Mailed Check;719.1
8714-EUHJO;Yes;1;31;None;Yes;38.67;Yes;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;4194.22
3721-CNEYS;No;0;2;None;Yes;15.33;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;168.61
2568-OIADY;Yes;1;37;None;Yes;36.29;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;5104.73
1193-RTSLK;No;0;38;None;Yes;36.18;No;Yes;Fiber Optic;Month-to-Month;Yes;Credit Card;4608.44
5923-GXUOC;No;0;10;None;Yes;8.38;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1165.25
4432-ADRLB;No;0;2;None;Yes;24.9;No;Yes;DSL;Month-to-Month;No;Mailed Check;134.7
8993-PHFWD;No;0;3;None;No;0;No;Yes;DSL;Month-to-Month;No;Bank Withdrawal;58.9
1565-RHDJD;No;0;4;None;Yes;41.72;Yes;Yes;Fiber Optic;Month-to-Month;No;Bank Withdrawal;500.43
3765-JXVKY;No;0;1;Offer E;Yes;44.11;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;118.81
7330-WZLNC;No;0;5;Offer E;Yes;1.49;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;462.95
6635-MYYYZ;No;0;30;None;Yes;43.01;No;Yes;Cable;One Year;No;Bank Withdrawal;3840.7
5378-IKEEG;No;0;1;Offer E;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;35.75
6413-XKKPU;Yes;1;17;None;Yes;19.19;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;1865.68
1449-XQEMT;No;0;3;Offer E;Yes;15.12;No;No;None;Month-to-Month;Yes;Mailed Check;103.51
2626-URJFX;Yes;1;4;Offer E;Yes;8.58;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;259.92
2612-RRIDN;No;0;4;Offer E;Yes;21.62;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;477.33
4735-ASGMA;No;0;26;None;Yes;40.17;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;3559.72
3669-LVWZB;No;0;5;None;No;0;No;Yes;DSL;Month-to-Month;Yes;Mailed Check;305.95
6892-EZDTG;Yes;1;4;Offer E;Yes;21.81;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;452.64
9725-SCPZG;No;0;1;Offer E;Yes;1.13;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;91.98
5884-GCYMI;No;0;1;Offer E;Yes;38.53;No;Yes;Fiber Optic;Month-to-Month;No;Mailed Check;107.93
7853-GVUDZ;Yes;1;1;Offer E;Yes;3.09;No;No;None;Month-to-Month;Yes;Credit Card;23.24
3943-KDREE;No;0;26;None;Yes;17.53;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2290.73
9239-ZBZZV;No;0;6;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;305.1
4398-HSCJH;No;0;3;Offer E;Yes;3.64;Yes;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;166.57
4430-UZIPO;No;0;3;Offer E;No;0;No;Yes;DSL;Month-to-Month;Yes;Mailed Check;108.7
4855-SNKMY;No;0;1;Offer E;Yes;4.41;No;Yes;DSL;Month-to-Month;Yes;Bank Withdrawal;48.51
8008-HAWED;No;0;14;Offer D;No;0;No;Yes;Cable;Month-to-Month;Yes;Bank Withdrawal;722.75
1502-XFCVR;No;0;58;Offer B;Yes;14.99;No;Yes;Fiber Optic;One Year;Yes;Bank Withdrawal;7015.27
9692-TUSXH;No;0;18;Offer D;Yes;35.7;No;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;2383.3
7912-SYRQT;No;0;7;Offer E;Yes;18.99;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;685.88
8292-TYSPY;No;0;19;Offer D;Yes;4.3;No;Yes;Cable;Month-to-Month;Yes;Credit Card;1158.2
1867-BDVFH;Yes;1;11;Offer D;Yes;9.14;Yes;Yes;Fiber Optic;Month-to-Month;Yes;Bank Withdrawal;934.74
