id_cliente;status;categoria_churn;saida_trimestre
9430-FRQOC;Churned;Competitor;Yes
3074-GQWYX;Churned;Competitor;Yes
6845-RGTYS;Churned;Competitor;Yes
8861-HGGKB;Churned;Competitor;Yes
7065-YUNRY;Churned;Competitor;Yes
7694-VLBWQ;Churned;Dissatisfaction;Yes
6481-OGDOO;Churned;Competitor;Yes
3753-TSEMP;Churned;Dissatisfaction;Yes
8305-VHZBZ;Churned;Price;Yes
9172-JITSM;Churned;Other;Yes
6298-QDFNH;Churned;Dissatisfaction;Yes
6173-ITPWD;Churned;Dissatisfaction;Yes
9734-UYXQI;Churned;Competitor;Yes
2189-UXTKY;Churned;Dissatisfaction;Yes
4958-GZWIY;Churned;Other;Yes
6356-ELRKD;Churned;Other;Yes
8624-GIOUT;Churned;Other;Yes
3177-LASXD;Churned;Dissatisfaction;Yes
4897-QSUYC;Churned;Attitude;Yes
1084-UQCHV;Churned;Attitude;Yes
2955-BJZHG;Churned;Competitor;Yes
3806-DXQOM;Churned;Attitude;Yes
9300-RENDD;Churned;Attitude;Yes
0761-AETCS;Churned;Attitude;Yes
2153-MREFK;Churned;Attitude;Yes
3106-ULWFW;Churned;Competitor;Yes
0925-VYDLG;Churned;Attitude;Yes
4349-GFQHK;Churned;Attitude;Yes
7802-EFKNY;Churned;Competitor;Yes
8035-BUYVG;Churned;Attitude;Yes
9787-XVQIU;Churned;Attitude;Yes
8945-MUQUF;Churned;Competitor;Yes
3023-GFLBR;Churned;Attitude;Yes
0524-IAVZO;Churned;Other;Yes
2737-YNGYW;Churned;Attitude;Yes
5159-YFPKQ;Churned;Competitor;Yes
7927-AUXBZ;Churned;Attitude;Yes
7619-ODSGN;Churned;Attitude;Yes
2514-GINMM;Churned;Attitude;Yes
2659-VXMWZ;Churned;Attitude;Yes
4285-GYRQC;Churned;Attitude;Yes
8337-MSSXB;Churned;Attitude;Yes
8182-BJDSI;Churned;Attitude;Yes
2482-CZGBB;Churned;Competitor;Yes
0866-QLSIR;Churned;Attitude;Yes
7181-BQYBV;Churned;Attitude;Yes
6204-IEUXJ;Churned;Attitude;Yes
4529-CKBCL;Churned;Attitude;Yes
2506-CLAKW;Churned;Attitude;Yes
1583-IHQZE;Churned;Attitude;Yes
0151-ONTOV;Churned;Competitor;Yes
0320-JDNQG;Churned;Other;Yes
7180-PISOG;Churned;Attitude;Yes
3571-RFHAR;Churned;Attitude;Yes
9578-VRMNM;Churned;Competitor;Yes
6140-QNRQQ;Churned;Competitor;Yes
4307-KTUMW;Churned;Attitude;Yes
7470-MCQTK;Churned;Attitude;Yes
7488-MXJIV;Churned;Competitor;Yes
2027-FECZV;Churned;Attitude;Yes
2672-DZUOY;Churned;Competitor;Yes
3870-MQAMG;Churned;Competitor;Yes
4800-CZMPC;Churned;Attitude;Yes
7377-DMMRI;Churned;Attitude;Yes
8949-JTMAY;Churned;Competitor;Yes
3211-ILJTT;Churned;Competitor;Yes
5103-MHMHY;Churned;Competitor;Yes
0235-KGSLC;Churned;Other;Yes
2884-GBPFB;Churned;Other;Yes
5136-KCKGI;Churned;Competitor;Yes
3722-WPXTK;Churned;Competitor;Yes
2929-ERCFZ;Churned;Competitor;Yes
7548-SEPYI;Churned;Competitor;Yes
8835-VSDSE;Churned;Competitor;Yes
1623-NLDOT;Churned;Competitor;Yes
5236-PERKL;Churned;Competitor;Yes
7854-FOKSF;Churned;Competitor;Yes
2519-FAKOD;Churned;Competitor;Yes
7089-IVVAZ;Churned;Competitor;Yes
9492-TOKRI;Churned;Competitor;Yes
3325-FUYCG;Churned;Dissatisfaction;Yes
8481-YYXWG;Churned;Dissatisfaction;Yes
2609-IAICY;Churned;Dissatisfaction;Yes
1740-CSDJP;Churned;Price;Yes
2636-OHFMN;Churned;Price;Yes
1323-OOEPC;Churned;Price;Yes
9921-ZVRHG;Churned;Competitor;Yes
4701-MLJPN;Churned;Attitude;Yes
9206-GVPEQ;Churned;Dissatisfaction;Yes
1596-BBVTG;Churned;Other;Yes
8433-WXGNA;Churned;Other;Yes
3707-GNWHM;Churned;Other;Yes
5766-ZJYBB;Churned;Dissatisfaction;Yes
8931-GJJIQ;Churned;Attitude;Yes
4277-PVRAN;Churned;Competitor;Yes
0203-HHYIJ;Churned;Price;Yes
0952-KMEEH;Churned;Price;Yes
8178-EYZUO;Churned;Price;Yes
3230-WYKIR;Churned;Dissatisfaction;Yes
0407-BDJKB;Churned;Dissatisfaction;Yes
9600-UDOPK;Churned;Attitude;Yes
4074-SJFFA;Churned;Dissatisfaction;Yes
4910-GMJOT;Churned;Other;Yes
4323-SADQS;Churned;Dissatisfaction;Yes
4446-BZKHU;Churned;Competitor;Yes
5202-IVJNU;Churned;Dissatisfaction;Yes
5976-JCJRH;Churned;Dissatisfaction;Yes
0137-OCGAB;Churned;Price;Yes
3351-NQLDI;Churned;Price;Yes
7593-JNWRU;Churned;Price;Yes
4588-YBNIB;Churned;Price;Yes
5028-GZLDO;Churned;Dissatisfaction;Yes
6877-TJMBR;Churned;Dissatisfaction;Yes
6769-DCQLI;Churned;Other;Yes
2433-KMEAS;Churned;Other;Yes
2195-ZRVAX;Churned;Other;Yes
3550-SAHFP;Churned;Price;Yes
2011-TRQYE;Churned;Dissatisfaction;Yes
4873-ILOLJ;Churned;Competitor;Yes
2725-KXXWT;Churned;Attitude;Yes
9565-DJPIB;Churned;Competitor;Yes
8348-HFYIV;Churned;Dissatisfaction;Yes
6849-WLEYG;Churned;Attitude;Yes
4659-NZRUF;Churned;Price;Yes
8429-XIBUM;Churned;Price;Yes
2608-BHKFN;Churned;Competitor;Yes
7341-LXCAF;Churned;Dissatisfaction;Yes
9462-MJUAW;Churned;Competitor;Yes
8128-YVJRG;Churned;Attitude;Yes
1569-TTNYJ;Churned;Other;Yes
4749-VFKVB;Churned;Other;Yes
7598-UAASY;Churned;Competitor;Yes
7938-OUHIO;Churned;Attitude;Yes
0431-APWVY;Churned;Other;Yes
3426-NIYYL;Churned;Attitude;Yes
3387-VATUS;Churned;Attitude;Yes
1143-NMNQJ;Churned;Attitude;Yes
0415-MOSGF;Churned;Attitude;Yes
2495-INZWQ;Churned;Attitude;Yes
4139-SUGLD;Churned;Attitude;Yes
6857-VWJDT;Churned;Attitude;Yes
5624-BQSSA;Churned;Price;Yes
5577-OTWWW;Churned;Other;Yes
6100-QQHEB;Churned;Other;Yes
2691-NZETQ;Churned;Competitor;Yes
4404-HIBDJ;Churned;Competitor;Yes
7295-JOMMD;Churned;Competitor;Yes
5013-SBUIH;Churned;Competitor;Yes
6023-YEBUP;Churned;Competitor;Yes
7209-JCUDS;Churned;Competitor;Yes
6158-DWPZT;Churned;Competitor;Yes
3763-GCZHZ;Churned;Competitor;Yes
0772-GYEQQ;Churned;Competitor;Yes
4831-EOBFE;Churned;Other;Yes
9170-GYZJC;Churned;Price;Yes
2002-MZHWP;Churned;Price;Yes
2004-OCQXK;Churned;Competitor;Yes
5027-QPKTE;Churned;Competitor;Yes
2672-HUYVI;Churned;Price;Yes
7508-MYBOG;Churned;Competitor;Yes
0148-DCDOS;Churned;Competitor;Yes
9992-RRAMN;Churned;Dissatisfaction;Yes
0310-MVLET;Churned;Dissatisfaction;Yes
5696-QURRL;Churned;Dissatisfaction;Yes
0495-RVCBF;Churned;Other;Yes
7854-EDSSA;Churned;Dissatisfaction;Yes
8869-TORSS;Churned;Dissatisfaction;Yes
2115-BFTIW;Churned;Dissatisfaction;Yes
0611-DFXKO;Churned;Dissatisfaction;Yes
7780-OTDSO;Churned;Attitude;Yes
9747-DDZOS;Churned;Dissatisfaction;Yes
0564-JJHGS;Churned;Dissatisfaction;Yes
3348-CFRNX;Churned;Price;Yes
1428-GTBJJ;Churned;Price;Yes
2249-YPRNG;Churned;Dissatisfaction;Yes
7410-YTJIK;Churned;Competitor;Yes
4626-GYCZP;Churned;Competitor;Yes
5590-BYNII;Churned;Other;Yes
3237-AJGEH;Churned;Other;Yes
1591-NFNLQ;Churned;Other;Yes
0596-BQCEQ;Churned;Competitor;Yes
1481-ZUWZA;Churned;Dissatisfaction;Yes
2309-OSFEU;Churned;Attitude;Yes
7613-LLQFO;Churned;Dissatisfaction;Yes
2640-PMGFL;Churned;Price;Yes
3801-HMYNL;Churned;Competitor;Yes
4484-CGXFK;Churned;Dissatisfaction;Yes
6214-EDAKZ;Churned;Dissatisfaction;Yes
6127-ISGTU;Churned;Attitude;Yes
8740-XLHDR;Churned;Dissatisfaction;Yes
1208-DNHLN;Churned;Other;Yes
1761-AEZZR;Churned;Other;Yes
7120-RFMVS;Churned;Price;Yes
7317-GGVPB;Churned;Dissatisfaction;Yes
1322-AGOQM;Churned;Dissatisfaction;Yes
5692-FPTAH;Churned;Dissatisfaction;Yes
1550-LOAHA;Churned;Dissatisfaction;Yes
0268-QKIWO;Churned;Attitude;Yes
0876-WDUUZ;Churned;Price;Yes
0617-FHSGK;Churned;Price;Yes
2858-MOFSQ;Churned;Price;Yes
7005-CCBKV;Churned;Dissatisfaction;Yes
4250-FDVOU;Churned;Attitude;Yes
2141-RRYGO;Churned;Other;Yes
6376-GAHQE;Churned;Other;Yes
5052-PNLOS;Churned;Other;Yes
6979-ZNSFF;Churned;Price;Yes
2386-LAHRK;Churned;Dissatisfaction;Yes
6032-IGALN;Churned;Competitor;Yes
0516-WJVXC;Churned;Dissatisfaction;Yes
8809-RIHDD;Churned;Price;Yes
4822-NGOCH;Churned;Price;Yes
1432-FPAXX;Churned;Dissatisfaction;Yes
3884-HCSWG;Churned;Attitude;Yes
5077-DXTCG;Churned;Competitor;Yes
1142-WACZW;Churned;Other;Yes
4892-VLANZ;Churned;Price;Yes
2919-HBCJO;Churned;Other;Yes
4236-XPXAV;Churned;Other;Yes
3030-YZADT;Churned;Competitor;Yes
7410-KTVFV;Churned;Competitor;Yes
8393-DLHGA;Churned;Competitor;Yes
2834-SPCJV;Churned;Competitor;Yes
0587-DMGBH;Churned;Competitor;Yes
3523-QRQLL;Churned;Competitor;Yes
0895-DQHEW;Churned;Competitor;Yes
8149-RSOUN;Churned;Competitor;Yes
7250-EQKIY;Churned;Competitor;Yes
4013-UBXWQ;Churned;Competitor;Yes
5519-NPHVG;Churned;Price;Yes
8849-GYOKR;Churned;Dissatisfaction;Yes
3148-BLQJT;Churned;Competitor;Yes
0461-CVKMU;Churned;Attitude;Yes
8806-EAGWC;Churned;Dissatisfaction;Yes
4183-WCSEP;Churned;Price;Yes
5498-TXHLF;Churned;Price;Yes
9722-UJOJR;Churned;Price;Yes
6772-KSATR;Churned;Dissatisfaction;Yes
7112-OPOTK;Churned;Attitude;Yes
4210-QFJMF;Churned;Competitor;Yes
5828-AVIPD;Churned;Other;Yes
1086-LXKFY;Churned;Other;Yes
7774-OJSXI;Churned;Dissatisfaction;Yes
7786-WBJYI;Churned;Competitor;Yes
5016-ETTFF;Churned;Dissatisfaction;Yes
3866-MDTUB;Churned;Attitude;Yes
0697-ZMSWS;Churned;Dissatisfaction;Yes
7593-XFKDI;Churned;Price;Yes
0337-CNPZE;Churned;Price;Yes
1513-XNPPH;Churned;Dissatisfaction;Yes
6347-DCUIK;Churned;Attitude;Yes
0897-FEGMU;Churned;Dissatisfaction;Yes
7663-RGWBC;Churned;Other;Yes
1120-BMWUB;Churned;Other;Yes
9124-LHCJQ;Churned;Price;Yes
2235-ZGKPT;Churned;Dissatisfaction;Yes
3891-PUQOD;Churned;Dissatisfaction;Yes
0689-NKYLF;Churned;Attitude;Yes
3658-KIBGF;Churned;Dissatisfaction;Yes
5519-YLDGW;Churned;Dissatisfaction;Yes
4946-EDSEW;Churned;Attitude;Yes
8185-UPYBR;Churned;Dissatisfaction;Yes
4585-HETAI;Churned;Dissatisfaction;Yes
7526-BEZQB;Churned;Attitude;Yes
4951-UKAAQ;Churned;Dissatisfaction;Yes
2108-YKQTY;Churned;Other;Yes
4918-QLLIW;Churned;Other;Yes
1625-JAIIY;Churned;Dissatisfaction;Yes
2947-DOMLJ;Churned;Dissatisfaction;Yes
4112-LUEIZ;Churned;Attitude;Yes
4510-HIMLV;Churned;Dissatisfaction;Yes
2430-USGXP;Churned;Price;Yes
5955-ERIHD;Churned;Price;Yes
5949-EBSQK;Churned;Price;Yes
7274-RTAPZ;Churned;Dissatisfaction;Yes
0311-UNPFF;Churned;Dissatisfaction;Yes
3834-XUIFC;Churned;Attitude;Yes
7599-FKVXZ;Churned;Other;Yes
8229-TNIQA;Churned;Other;Yes
6221-AVQYL;Churned;Price;Yes
7743-EXURX;Churned;Dissatisfaction;Yes
5569-KGJHX;Churned;Dissatisfaction;Yes
7730-IUTDZ;Churned;Dissatisfaction;Yes
0426-TIRNE;Churned;Dissatisfaction;Yes
7587-RZNME;Churned;Price;Yes
0748-RDGGM;Churned;Price;Yes
3746-EUBYR;Churned;Competitor;Yes
2332-EFBJY;Churned;Price;Yes
9474-PHLYD;Churned;Dissatisfaction;Yes
2165-VOEGB;Churned;Other;Yes
2219-MVUSO;Churned;Other;Yes
8914-RBTSB;Churned;Other;Yes
0963-ZBDRN;Churned;Attitude;Yes
7594-RQHXR;Churned;Other;Yes
6331-EWIEB;Churned;Other;Yes
5998-VVEJY;Churned;Other;Yes
4317-VTEOA;Churned;Competitor;Yes
1670-SVOWZ;Churned;Competitor;Yes
7541-YLXCL;Churned;Other;Yes
0260-ZDLGK;Churned;Competitor;Yes
8722-NGNBH;Churned;Competitor;Yes
0133-BMFZO;Churned;Competitor;Yes
6128-CZOMY;Churned;Competitor;Yes
9540-JYROE;Churned;Competitor;Yes
3656-TKRVZ;Churned;Competitor;Yes
1501-SGHBW;Churned;Competitor;Yes
3208-YPIOE;Churned;Competitor;Yes
2612-RANWT;Churned;Price;Yes
2933-FILNV;Churned;Dissatisfaction;Yes
9986-BONCE;Churned;Competitor;Yes
4083-EUGRJ;Churned;Attitude;Yes
6410-LEFEN;Churned;Dissatisfaction;Yes
3194-ORPIK;Churned;Competitor;Yes
8816-VXNZD;Churned;Dissatisfaction;Yes
9378-FXTIZ;Churned;Dissatisfaction;Yes
1723-HKXJQ;Churned;Other;Yes
7825-GKXMW;Churned;Competitor;Yes
1240-KNSEZ;Churned;Price;Yes
0836-SEYLU;Churned;Competitor;Yes
3716-BDVDB;Churned;Competitor;Yes
5899-MQZZL;Churned;Competitor;Yes
6849-OYAMU;Churned;Competitor;Yes
6038-GCYEC;Churned;Competitor;Yes
1150-WFARN;Churned;Competitor;Yes
3144-AUDBS;Churned;Competitor;Yes
5616-PRTNT;Churned;Attitude;Yes
6688-UZPWD;Churned;Competitor;Yes
2839-RFSQE;Churned;Attitude;Yes
0968-GSIKN;Churned;Competitor;Yes
1965-DDBWU;Churned;Competitor;Yes
9057-SIHCH;Churned;Price;Yes
6771-XWBDM;Churned;Dissatisfaction;Yes
8601-QACRS;Churned;Competitor;Yes
2391-SOORI;Churned;Dissatisfaction;Yes
2645-QTLMB;Churned;Dissatisfaction;Yes
4806-HIPDW;Churned;Dissatisfaction;Yes
8443-ZRDBZ;Churned;Price;Yes
9136-ALYBR;Churned;Price;Yes
7479-NITWS;Churned;Price;Yes
2959-MJHIC;Churned;Dissatisfaction;Yes
5960-WPXQM;Churned;Competitor;Yes
0684-AOSIH;Churned;Dissatisfaction;Yes
8260-NGFNY;Churned;Other;Yes
1725-IQNIY;Churned;Competitor;Yes
6598-RFFVI;Churned;Price;Yes
8614-VGMMV;Churned;Competitor;Yes
2930-UOTMB;Churned;Competitor;Yes
2533-QVMSK;Churned;Competitor;Yes
8625-AZYZY;Churned;Competitor;Yes
9306-CPCBC;Churned;Competitor;Yes
2656-TABEH;Churned;Dissatisfaction;Yes
2325-ZUSFD;Churned;Dissatisfaction;Yes
3932-CMDTD;Churned;Dissatisfaction;Yes
3594-UVONA;Churned;Price;Yes
0004-TLHLJ;Churned;Competitor;Yes
5089-IFSDP;Churned;Dissatisfaction;Yes
4817-VYYWS;Churned;Dissatisfaction;Yes
1396-QWFBJ;Churned;Dissatisfaction;Yes
5299-SJCZT;Churned;Dissatisfaction;Yes
2898-LSJGD;Churned;Attitude;Yes
7359-PTSXY;Churned;Attitude;Yes
4503-BDXBD;Churned;Attitude;Yes
6086-ESGRL;Churned;Attitude;Yes
3886-CERTZ;Churned;Competitor;Yes
5759-RCVCB;Churned;Competitor;Yes
6372-RFVNS;Churned;Attitude;Yes
8938-UMKPI;Churned;Competitor;Yes
0991-BRRFB;Churned;Other;Yes
6319-IEJWJ;Churned;Other;Yes
9025-AOMKI;Churned;Other;Yes
5275-SQEIZ;Churned;Competitor;Yes
7716-YTYHG;Churned;Competitor;Yes
4390-KYULV;Churned;Attitude;Yes
8945-GRKHX;Churned;Competitor;Yes
6959-UWKHF;Churned;Competitor;Yes
3815-SLMEF;Churned;Competitor;Yes
5154-VEKBL;Churned;Competitor;Yes
4587-VVTOX;Churned;Competitor;Yes
4652-NNHNY;Churned;Other;Yes
8515-OCTJS;Churned;Competitor;Yes
5261-QSHQM;Churned;Competitor;Yes
8868-WOZGU;Churned;Dissatisfaction;Yes
1334-FJSVR;Churned;Dissatisfaction;Yes
7625-XCQRH;Churned;Dissatisfaction;Yes
1731-TVIUK;Churned;Competitor;Yes
0618-XWMSS;Churned;Price;Yes
2565-JSLRY;Churned;Price;Yes
6689-KXGBO;Churned;Dissatisfaction;Yes
6615-NGGZJ;Churned;Dissatisfaction;Yes
4255-DDUOU;Churned;Price;Yes
2984-MIIZL;Churned;Dissatisfaction;Yes
5590-YRFJT;Churned;Other;Yes
3677-TNKIO;Churned;Other;Yes
3329-WDIOK;Churned;Dissatisfaction;Yes
2873-ZLIWT;Churned;Competitor;Yes
3415-TAILE;Churned;Competitor;Yes
1915-IOFGU;Churned;Competitor;Yes
3045-XETSH;Churned;Competitor;Yes
7239-HZZCX;Churned;Competitor;Yes
7683-CBDKJ;Churned;Competitor;Yes
0628-CNQRM;Churned;Other;Yes
7665-TOALD;Churned;Competitor;Yes
0112-QWPNC;Churned;Competitor;Yes
2777-PHDEI;Churned;Competitor;Yes
1196-AMORA;Churned;Competitor;Yes
4282-YMKNA;Churned;Competitor;Yes
5356-RHIPP;Churned;Competitor;Yes
0746-JTRFU;Churned;Dissatisfaction;Yes
4628-CTTLA;Churned;Dissatisfaction;Yes
2876-VBBBL;Churned;Attitude;Yes
6834-NXDCA;Churned;Dissatisfaction;Yes
5597-GLBUC;Churned;Price;Yes
2748-MYRVK;Churned;Price;Yes
4822-YCXMX;Churned;Price;Yes
9821-POOTN;Churned;Price;Yes
6559-ILWKJ;Churned;Dissatisfaction;Yes
4229-CZMLL;Churned;Dissatisfaction;Yes
3663-MITLP;Churned;Dissatisfaction;Yes
9025-ZRPVR;Churned;Attitude;Yes
3285-UCQVC;Churned;Other;Yes
3737-GCSPV;Churned;Competitor;Yes
4088-YLDSU;Churned;Competitor;Yes
5797-APWZC;Churned;Competitor;Yes
3683-QKIUE;Churned;Competitor;Yes
4228-ZGYUW;Churned;Competitor;Yes
3519-ZKXGG;Churned;Competitor;Yes
6416-TVAIH;Churned;Competitor;Yes
5108-ADXWO;Churned;Competitor;Yes
3066-RRJIO;Churned;Competitor;Yes
6715-OFDBP;Churned;Price;Yes
1567-DSCIC;Churned;Dissatisfaction;Yes
2150-UWTFY;Churned;Dissatisfaction;Yes
2683-BPJSO;Churned;Dissatisfaction;Yes
2157-MXBJS;Churned;Dissatisfaction;Yes
1087-UDSIH;Churned;Attitude;Yes
5445-PZWGX;Churned;Price;Yes
9170-CCKOU;Churned;Dissatisfaction;Yes
1043-YCUTE;Churned;Dissatisfaction;Yes
3814-MLAXC;Churned;Dissatisfaction;Yes
1226-UDFZR;Churned;Dissatisfaction;Yes
5442-UTCVD;Churned;Attitude;Yes
7734-DBOAI;Churned;Attitude;Yes
2114-MGINA;Churned;Attitude;Yes
4489-SNOJF;Churned;Other;Yes
2187-LZGPL;Churned;Attitude;Yes
9019-QVLZD;Churned;Competitor;Yes
3707-LRWZD;Churned;Other;Yes
1455-ESIQH;Churned;Other;Yes
2979-SXESE;Churned;Other;Yes
4013-TLDHQ;Churned;Competitor;Yes
6121-VZNQB;Churned;Competitor;Yes
6996-KNSML;Churned;Competitor;Yes
2592-SEIFQ;Churned;Competitor;Yes
8642-GVWRF;Churned;Competitor;Yes
3400-ESFUW;Churned;Competitor;Yes
2057-ZBLPD;Churned;Competitor;Yes
5502-RLUYV;Churned;Competitor;Yes
9039-RBEEE;Churned;Price;Yes
8417-FMLZI;Churned;Dissatisfaction;Yes
0515-YPMCW;Churned;Competitor;Yes
0378-XSZPU;Churned;Dissatisfaction;Yes
4729-XKASR;Churned;Competitor;Yes
5449-FIBXJ;Churned;Price;Yes
9837-BMCLM;Churned;Price;Yes
0137-UDEUO;Churned;Price;Yes
4925-LMHOK;Churned;Dissatisfaction;Yes
1455-UGQVH;Churned;Dissatisfaction;Yes
8280-MQRQN;Churned;Dissatisfaction;Yes
2037-SGXHH;Churned;Other;Yes
3178-FESZO;Churned;Other;Yes
6087-MVHJH;Churned;Other;Yes
4603-JANFB;Churned;Competitor;Yes
3018-TFTSU;Churned;Dissatisfaction;Yes
4806-KEXQR;Churned;Competitor;Yes
7083-YNSKY;Churned;Attitude;Yes
7434-SHXLS;Churned;Competitor;Yes
7908-QCBCA;Churned;Competitor;Yes
6711-FLDFB;Churned;Competitor;Yes
4702-IOQDC;Churned;Competitor;Yes
6178-KFNHS;Churned;Competitor;Yes
1264-BYWMS;Churned;Competitor;Yes
9658-WYUFB;Churned;Competitor;Yes
2013-SGDXK;Churned;Competitor;Yes
3506-LCJDC;Churned;Price;Yes
3934-HXCFZ;Churned;Dissatisfaction;Yes
7666-WKRON;Churned;Dissatisfaction;Yes
4910-AQFFX;Churned;Dissatisfaction;Yes
2154-KVJFF;Churned;Dissatisfaction;Yes
9647-ERGBE;Churned;Competitor;Yes
3428-XZMAZ;Churned;Price;Yes
0378-TOVMS;Churned;Competitor;Yes
4355-HBJHH;Churned;Price;Yes
0318-QUUOB;Churned;Competitor;Yes
5520-FVEWJ;Churned;Competitor;Yes
5572-ZDXHY;Churned;Competitor;Yes
3750-CKVKH;Churned;Other;Yes
4547-KQRTM;Churned;Competitor;Yes
4877-EVATK;Churned;Attitude;Yes
7639-SUPCW;Churned;Competitor;Yes
4658-HCOHW;Churned;Competitor;Yes
3440-JPSCL;Churned;Competitor;Yes
2889-FPWRM;Churned;Competitor;Yes
4290-BSXUX;Churned;Competitor;Yes
0325-XBFAC;Churned;Competitor;Yes
2462-XIIJB;Churned;Competitor;Yes
4760-XOHVN;Churned;Competitor;Yes
7817-BOQPW;Churned;Competitor;Yes
1853-UDXBW;Churned;Price;Yes
5458-CQJTA;Churned;Dissatisfaction;Yes
5219-YIPTK;Churned;Dissatisfaction;Yes
3540-RZJYU;Churned;Dissatisfaction;Yes
2091-MJTFX;Churned;Dissatisfaction;Yes
0883-EIBTI;Churned;Dissatisfaction;Yes
7571-YXDAD;Churned;Price;Yes
3393-FMZPV;Churned;Price;Yes
7486-KSRVI;Churned;Dissatisfaction;Yes
8443-WVPSS;Churned;Dissatisfaction;Yes
3006-XIMLN;Churned;Dissatisfaction;Yes
6305-YLBMM;Churned;Attitude;Yes
3647-GMGDH;Churned;Attitude;Yes
6595-COKXZ;Churned;Attitude;Yes
0362-ZBZWJ;Churned;Attitude;Yes
4211-MMAZN;Churned;Attitude;Yes
4274-OWWYO;Churned;Other;Yes
1541-ETJZO;Churned;Other;Yes
4106-HADHQ;Churned;Other;Yes
2369-UAPKZ;Churned;Other;Yes
0637-KVDLV;Churned;Other;Yes
6633-MPWBS;Churned;Competitor;Yes
8785-EPNCG;Churned;Competitor;Yes
5729-KLZAR;Churned;Competitor;Yes
1582-RAFML;Churned;Competitor;Yes
8740-CRYFY;Churned;Competitor;Yes
2962-XPMCQ;Churned;Competitor;Yes
1678-FYZOW;Churned;Competitor;Yes
8627-EHGIP;Churned;Competitor;Yes
5480-TBGPH;Churned;Competitor;Yes
8854-CCVSQ;Churned;Competitor;Yes
0511-JTEOY;Churned;Competitor;Yes
6532-YLWSI;Churned;Price;Yes
5175-AOBHI;Churned;Dissatisfaction;Yes
5174-RNGBH;Churned;Dissatisfaction;Yes
7270-BDIOA;Churned;Dissatisfaction;Yes
9565-JSNFM;Churned;Price;Yes
0607-DAAHE;Churned;Price;Yes
9732-KPKBW;Churned;Price;Yes
9560-ARGQJ;Churned;Dissatisfaction;Yes
5134-IKDAY;Churned;Dissatisfaction;Yes
5380-AFSSK;Churned;Other;Yes
8714-EUHJO;Churned;Dissatisfaction;Yes
3721-CNEYS;Churned;Dissatisfaction;Yes
2568-OIADY;Churned;Competitor;Yes
1193-RTSLK;Churned;Competitor;Yes
5923-GXUOC;Churned;Competitor;Yes
4432-ADRLB;Churned;Competitor;Yes
8993-PHFWD;Churned;Competitor;Yes
1565-RHDJD;Churned;Competitor;Yes
3765-JXVKY;Churned;Competitor;Yes
7330-WZLNC;Churned;Competitor;Yes
6635-MYYYZ;Churned;Competitor;Yes
5378-IKEEG;Churned;Price;Yes
6413-XKKPU;Churned;Dissatisfaction;Yes
1449-XQEMT;Churned;Price;Yes
2626-URJFX;Churned;Dissatisfaction;Yes
2612-RRIDN;Churned;Dissatisfaction;Yes
4735-ASGMA;Churned;Competitor;Yes
3669-LVWZB;Churned;Price;Yes
6892-EZDTG;Churned;Price;Yes
9725-SCPZG;Churned;Price;Yes
5884-GCYMI;Churned;Competitor;Yes
7853-GVUDZ;Churned;Price;Yes
3943-KDREE;Churned;Other;Yes
9239-ZBZZV;Churned;Competitor;Yes
4398-HSCJH;Churned;Competitor;Yes
4430-UZIPO;Churned;Competitor;Yes
4855-SNKMY;Churned;Competitor;Yes
8008-HAWED;Churned;Competitor;Yes
1502-XFCVR;Churned;Competitor;Yes
9692-TUSXH;Churned;Competitor;Yes
7912-SYRQT;Churned;Competitor;Yes
8292-TYSPY;Churned;Competitor;Yes
1867-BDVFH;Churned;Competitor;Yes
2359-QWQUL;Churned;Competitor;Yes
9103-TCIHJ;Churned;Price;Yes
4140-WJAWW;Churned;Price;Yes
6653-CBBOM;Churned;Dissatisfaction;Yes
6101-IMRMM;Churned;Dissatisfaction;Yes
8943-URTMR;Churned;Price;Yes
2955-PSXOE;Churned;Price;Yes
7762-URZQH;Churned;Dissatisfaction;Yes
6907-NZZIJ;Churned;Competitor;Yes
2911-UREFD;Churned;Dissatisfaction;Yes
3744-ZRRDZ;Churned;Dissatisfaction;Yes
5673-TIYIB;Churned;Other;Yes
1602-IJQQE;Churned;Competitor;Yes
4628-WQCQQ;Churned;Competitor;Yes
1644-IRKSF;Churned;Attitude;Yes
3705-PSNGL;Churned;Price;Yes
2606-RMDHZ;Churned;Competitor;Yes
6861-OKBCE;Churned;Attitude;Yes
9940-RHLFB;Churned;Competitor;Yes
1383-EZRWL;Churned;Other;Yes
4759-TRPLW;Churned;Competitor;Yes
8563-IIOXK;Churned;Competitor;Yes
2982-VPSGI;Churned;Competitor;Yes
8199-ZLLSA;Churned;Competitor;Yes
4625-EWPTF;Churned;Competitor;Yes
5980-NOPLP;Churned;Competitor;Yes
9874-QLCLH;Churned;Competitor;Yes
6000-APYLU;Churned;Competitor;Yes
0947-IDHRQ;Churned;Competitor;Yes
9048-JVYVF;Churned;Other;Yes
1902-XBTFB;Churned;Dissatisfaction;Yes
2794-XIMMO;Churned;Price;Yes
8382-SHQEH;Churned;Price;Yes
2983-ZANRP;Churned;Competitor;Yes
7845-URHJN;Churned;Price;Yes
3034-ZBEQN;Churned;Dissatisfaction;Yes
0302-JOIVN;Churned;Competitor;Yes
5366-IJEQJ;Churned;Other;Yes
1981-INRFU;Churned;Competitor;Yes
4971-PUYQO;Churned;Competitor;Yes
1527-SXDPN;Churned;Competitor;Yes
